,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,permalink,attendance,weekBySeason,ranking
2786,Minnesota_Sunday 09/10/00,Minnesota,2000,Sunday 09/10/00,Miami,13-7,Week 2,-3.0,1,6,1,3.0,Minnesota,Miami,2,-2,200009100min,64112.0,2.0,
2789,Minnesota_Sunday 09/14/08,Indianapolis,2008,Sunday 09/14/08,@ Minnesota,18-15,Week 2,-1.0,1,3,1,2.0,Minnesota,Indianapolis,3,3,200809140min,63585.0,2.0,4.0
2790,Minnesota_Sunday 09/14/14,New England,2014,Sunday 09/14/14,@ Minnesota,30-7,Week 2,-3.5,1,23,1,19.5,Minnesota,New England,7,-1,201409140min,52350.0,2.0,20.0
2793,Minnesota_Sunday 09/18/11,Minnesota,2011,Sunday 09/18/11,Tampa Bay,20-24,Week 2,-1.0,0,-4,0,-5.0,Minnesota,Tampa Bay,-1,1,201109180min,62461.0,2.0,20.0
2794,Minnesota_Sunday 09/19/10,Minnesota,2010,Sunday 09/19/10,Miami,10-14,Week 2,-5.5,0,-4,0,-9.5,Minnesota,Miami,-2,-3,201009190min,63846.0,2.0,5.0
2795,Minnesota_Sunday 09/19/99,Minnesota,1999,Sunday 09/19/99,Oakland,17-22,Week 2,-10.5,0,-5,0,-15.5,Minnesota,Oakland,-3,2,199909190min,64080.0,2.0,
2796,Minnesota_Sunday 09/21/08,Minnesota,2008,Sunday 09/21/08,Carolina,20-10,Week 3,-3.5,1,10,1,6.5,Minnesota,Carolina,2,-3,200809210min,62628.0,3.0,16.0
2798,Minnesota_Sunday 09/22/13,Minnesota,2013,Sunday 09/22/13,Cleveland,27-31,Week 3,-7.0,0,-4,0,-11.0,Minnesota,Cleveland,-2,1,201309220min,63672.0,3.0,21.0
2799,Minnesota_Sunday 09/23/12,San Francisco,2012,Sunday 09/23/12,@ Minnesota,13-24,Week 3,-6.5,0,-11,0,-17.5,Minnesota,San Francisco,-3,-5,201209230min,57288.0,3.0,2.0
2802,Minnesota_Sunday 09/25/11,Detroit,2011,Sunday 09/25/11,@ Minnesota,26-23,Week 3,-3.0,0,3,1,0.0,Minnesota,Detroit,-1,1,201109250min,62466.0,3.0,12.0
2804,Minnesota_Sunday 09/26/10,Minnesota,2010,Sunday 09/26/10,Detroit,24-10,Week 3,-13.0,1,14,1,1.0,Minnesota,Detroit,1,-1,201009260min,63377.0,3.0,6.0
2805,Minnesota_Sunday 09/27/09,Minnesota,2009,Sunday 09/27/09,San Francisco,27-24,Week 3,-7.0,0,3,1,-4.0,Minnesota,San Francisco,-1,-2,200909270min,63398.0,3.0,8.0
2806,Minnesota_Sunday 09/28/03,San Francisco,2003,Sunday 09/28/03,@ Minnesota,7-35,Week 4,-1.0,0,-28,0,-29.0,Minnesota,San Francisco,-3,1,200309280min,64111.0,4.0,14.0
2807,Minnesota_Sunday 09/28/14,Atlanta,2014,Sunday 09/28/14,@ Minnesota,28-41,Week 4,-5.0,0,-13,0,-18.0,Minnesota,Atlanta,-4,-1,201409280min,52173.0,4.0,17.0
2810,Minnesota_Sunday 10/03/99,Minnesota,1999,Sunday 10/03/99,Tampa Bay,21-14,Week 4,-7.0,0,7,1,0.0,Minnesota,Tampa Bay,-3,-1,199910030min,64106.0,4.0,
2811,Minnesota_Sunday 10/07/12,Minnesota,2012,Sunday 10/07/12,Tennessee,30-7,Week 5,-6.0,1,23,1,17.0,Minnesota,Tennessee,-1,1,201210070min,57652.0,5.0,21.0
2812,Minnesota_Sunday 10/08/06,Minnesota,2006,Sunday 10/08/06,Detroit,26-17,Week 5,-6.5,1,9,1,2.5,Minnesota,Detroit,1,1,200610080min,63906.0,5.0,15.0
2813,Minnesota_Sunday 10/09/11,Minnesota,2011,Sunday 10/09/11,Arizona,34-10,Week 5,-3.5,1,24,1,20.5,Minnesota,Arizona,2,-2,201110090min,62479.0,5.0,28.0
2814,Minnesota_Sunday 10/10/99,Minnesota,1999,Sunday 10/10/99,Chicago,22-24,Week 5,-12.0,0,-2,0,-14.0,Minnesota,Chicago,4,1,199910100min,64107.0,5.0,
2815,Minnesota_Sunday 10/12/08,Minnesota,2008,Sunday 10/12/08,Detroit,12-10,Week 6,-13.0,0,2,1,-11.0,Minnesota,Detroit,1,-2,200810120min,62867.0,6.0,21.0
2816,Minnesota_Sunday 10/12/14,Minnesota,2014,Sunday 10/12/14,Detroit,3-17,Week 6,-1.0,0,-14,0,-15.0,Minnesota,Detroit,2,-3,201410120min,52213.0,6.0,24.0
2818,Minnesota_Sunday 10/13/13,Minnesota,2013,Sunday 10/13/13,Carolina,10-35,Week 6,-2.5,0,-25,0,-27.5,Minnesota,Carolina,1,-3,201310130min,63963.0,6.0,24.0
2820,Minnesota_Sunday 10/17/10,Minnesota,2010,Sunday 10/17/10,Dallas,24-21,Week 6,-1.0,1,3,1,2.0,Minnesota,Dallas,-2,-2,201010170min,64120.0,6.0,15.0
2821,Minnesota_Sunday 10/18/09,Minnesota,2009,Sunday 10/18/09,Baltimore,33-31,Week 6,-3.0,0,2,1,-1.0,Minnesota,Baltimore,-1,-1,200910180min,63689.0,6.0,3.0
2822,Minnesota_Sunday 10/19/03,Minnesota,2003,Sunday 10/19/03,Denver,28-20,Week 7,-4.0,1,8,1,4.0,Minnesota,Denver,1,1,200310190min,64381.0,7.0,3.0
2824,Minnesota_Sunday 10/21/12,Minnesota,2012,Sunday 10/21/12,Arizona,21-14,Week 7,-7.0,0,7,1,0.0,Minnesota,Arizona,-1,-1,201210210min,61068.0,7.0,8.0
2825,Minnesota_Sunday 10/22/00,Minnesota,2000,Sunday 10/22/00,Buffalo,31-27,Week 8,-6.0,0,4,1,-2.0,Minnesota,Buffalo,1,-1,200010220min,64116.0,8.0,
2827,Minnesota_Sunday 10/23/11,Green Bay,2011,Sunday 10/23/11,@ Minnesota,33-27,Week 7,-10.0,0,6,1,-4.0,Minnesota,Green Bay,-1,4,201110230min,63946.0,7.0,1.0
2829,Minnesota_Sunday 10/24/99,Minnesota,1999,Sunday 10/24/99,San Francisco,40-16,Week 7,-7.5,1,24,1,16.5,Minnesota,San Francisco,1,-4,199910240min,64109.0,7.0,
2830,Minnesota_Sunday 10/26/03,Minnesota,2003,Sunday 10/26/03,N.Y. Giants,17-29,Week 8,-6.0,0,-12,0,-18.0,Minnesota,N.Y. Giants,-1,1,200310260min,64114.0,8.0,2.0
2834,Minnesota_Sunday 11/02/08,Minnesota,2008,Sunday 11/02/08,Houston,28-21,Week 9,-6.5,1,7,1,0.5,Minnesota,Houston,2,5,200811020min,62839.0,9.0,22.0
2835,Minnesota_Sunday 11/02/14,Washington,2014,Sunday 11/02/14,@ Minnesota,26-29,Week 9,-1.0,0,-3,0,-4.0,Minnesota,Washington,-1,3,201411020min,52252.0,9.0,26.0
2838,Minnesota_Sunday 11/07/10,Minnesota,2010,Sunday 11/07/10,Arizona,27-24,Week 9,-7.0,0,3,1,-4.0,Minnesota,Arizona,1,2,201011070min,64120.0,9.0,19.0
2839,Minnesota_Sunday 11/09/08,Minnesota,2008,Sunday 11/09/08,Green Bay,28-27,Week 10,-2.5,0,1,1,-1.5,Minnesota,Green Bay,-1,-2,200811090min,63845.0,10.0,23.0
2841,Minnesota_Sunday 11/11/12,Detroit,2012,Sunday 11/11/12,@ Minnesota,24-34,Week 10,-3.0,0,-10,0,-13.0,Minnesota,Detroit,-2,-3,201211110min,64059.0,10.0,17.0
2842,Minnesota_Sunday 11/12/00,Minnesota,2000,Sunday 11/12/00,Arizona,31-14,Week 11,-13.5,1,17,1,3.5,Minnesota,Arizona,1,1,200011120min,64223.0,11.0,
2844,Minnesota_Sunday 11/15/09,Minnesota,2009,Sunday 11/15/09,Detroit,27-10,Week 10,-17.0,0,17,1,0.0,Minnesota,Detroit,1,-4,200911150min,63854.0,10.0,3.0
2847,Minnesota_Sunday 11/19/00,Minnesota,2000,Sunday 11/19/00,Carolina,31-17,Week 12,-9.5,1,14,1,4.5,Minnesota,Carolina,1,-5,200011190min,64208.0,12.0,
2848,Minnesota_Sunday 11/20/11,Minnesota,2011,Sunday 11/20/11,Oakland,21-27,Week 11,-1.0,0,-6,0,-7.0,Minnesota,Oakland,-1,1,201111200min,62748.0,11.0,24.0
2850,Minnesota_Sunday 11/21/10,Green Bay,2010,Sunday 11/21/10,@ Minnesota,31-3,Week 11,-3.0,1,28,1,25.0,Minnesota,Green Bay,1,1,201011210min,64120.0,11.0,7.0
2851,Minnesota_Sunday 11/22/09,Minnesota,2009,Sunday 11/22/09,Seattle,35-9,Week 11,-10.5,1,26,1,15.5,Minnesota,Seattle,-1,1,200911220min,63854.0,11.0,3.0
2852,Minnesota_Sunday 11/23/03,Minnesota,2003,Sunday 11/23/03,Detroit,24-14,Week 12,-10.5,0,10,1,-0.5,Minnesota,Detroit,1,1,200311230min,63946.0,12.0,9.0
2853,Minnesota_Sunday 11/23/14,Green Bay,2014,Sunday 11/23/14,@ Minnesota,24-21,Week 12,-7.5,0,3,1,-4.5,Minnesota,Green Bay,5,3,201411230min,52386.0,12.0,5.0
2854,Minnesota_Sunday 11/26/06,Minnesota,2006,Sunday 11/26/06,Arizona,31-26,Week 12,-6.5,0,5,1,-1.5,Minnesota,Arizona,-1,-2,200611260min,63483.0,12.0,23.0
2856,Minnesota_Sunday 11/28/04,Minnesota,2004,Sunday 11/28/04,Jacksonville,27-16,Week 12,-6.0,1,11,1,5.0,Minnesota,Jacksonville,-1,-1,200411280min,64004.0,12.0,13.0
2857,Minnesota_Sunday 11/28/99,Minnesota,1999,Sunday 11/28/99,San Diego,35-27,Week 12,-14.0,0,8,1,-6.0,Minnesota,San Diego,2,1,199911280min,64232.0,12.0,
2858,Minnesota_Sunday 11/29/09,Minnesota,2009,Sunday 11/29/09,Chicago,36-10,Week 12,-10.0,1,26,1,16.0,Minnesota,Chicago,3,1,200911290min,63854.0,12.0,3.0
2859,Minnesota_Sunday 11/30/14,Minnesota,2014,Sunday 11/30/14,Carolina,31-13,Week 13,-2.5,1,18,1,15.5,Minnesota,Carolina,-1,1,201411300min,52016.0,13.0,24.0
2861,Minnesota_Sunday 12/01/13,Minnesota,2013,Sunday 12/01/13,Chicago,23-20,Week 13,-2.5,1,3,1,0.5,Minnesota,Chicago,-1,-1,201312010min,64134.0,13.0,31.0
2863,Minnesota_Sunday 12/04/11,Minnesota,2011,Sunday 12/04/11,Denver,32-35,Week 13,-1.0,0,-3,0,-4.0,Minnesota,Denver,1,-1,201112040min,62939.0,13.0,29.0
2864,Minnesota_Sunday 12/05/10,Minnesota,2010,Sunday 12/05/10,Buffalo,38-14,Week 13,-5.0,1,24,1,19.0,Minnesota,Buffalo,-2,1,201012050min,64012.0,13.0,25.0
2865,Minnesota_Sunday 12/07/03,Minnesota,2003,Sunday 12/07/03,Seattle,34-7,Week 14,0.0,1,27,1,27.0,Minnesota,Seattle,1,1,200312070min,63968.0,14.0,11.0
2866,Minnesota_Sunday 12/07/14,Minnesota,2014,Sunday 12/07/14,N.Y. Jets,30-24,Week 14,-4.0,1,6,1,2.0,Minnesota,N.Y. Jets,3,-3,201412070min,52152.0,14.0,24.0
2868,Minnesota_Sunday 12/09/12,Chicago,2012,Sunday 12/09/12,@ Minnesota,14-21,Week 14,-1.0,0,-7,0,-8.0,Minnesota,Chicago,-1,2,201212090min,64134.0,14.0,6.0
2871,Minnesota_Sunday 12/13/09,Minnesota,2009,Sunday 12/13/09,Cincinnati,30-10,Week 14,-6.0,1,20,1,14.0,Minnesota,Cincinnati,-2,1,200912130min,63854.0,14.0,3.0
2872,Minnesota_Sunday 12/15/13,Philadelphia,2013,Sunday 12/15/13,@ Minnesota,30-48,Week 15,-6.5,0,-18,0,-24.5,Minnesota,Philadelphia,1,2,201312150min,64087.0,15.0,10.0
2873,Minnesota_Sunday 12/17/00,Minnesota,2000,Sunday 12/17/00,Green Bay,28-33,Week 16,-8.5,0,-5,0,-13.5,Minnesota,Green Bay,1,2,200012170min,64183.0,16.0,
2876,Minnesota_Sunday 12/18/11,New Orleans,2011,Sunday 12/18/11,@ Minnesota,42-20,Week 15,-7.0,1,22,1,15.0,Minnesota,New Orleans,-2,-3,201112180min,62623.0,15.0,11.0
2877,Minnesota_Sunday 12/21/08,Minnesota,2008,Sunday 12/21/08,Atlanta,17-24,Week 16,-3.5,0,-7,0,-10.5,Minnesota,Atlanta,1,1,200812210min,62889.0,16.0,15.0
2879,Minnesota_Sunday 12/28/08,Minnesota,2008,Sunday 12/28/08,N.Y. Giants,20-19,Week 17,-7.0,0,1,1,-6.0,Minnesota,N.Y. Giants,-1,-7,200812280min,63761.0,17.0,12.0
2880,Minnesota_Sunday 12/29/13,Detroit,2013,Sunday 12/29/13,@ Minnesota,13-14,Week 17,-2.5,0,-1,0,-3.5,Minnesota,Detroit,-2,2,201312290min,64134.0,17.0,17.0
2881,Minnesota_Sunday 12/30/12,Green Bay,2012,Sunday 12/30/12,@ Minnesota,34-37,Week 17,-3.0,0,-3,0,-6.0,Minnesota,Green Bay,3,-2,201212300min,64134.0,17.0,6.0
2883,Minnesota_Sunday Night 09/14/03,Minnesota,2003,Sunday Night 09/14/03,Chicago,24-13,Week 2,-10.0,1,11,1,1.0,Minnesota,Chicago,-1,-1,200309140min,64144.0,2.0,19.0
2884,Minnesota_Sunday Night 09/29/13,Pittsburgh,2013,Sunday Night 09/29/13,@ Minnesota,27-34,Week 4,-3.0,0,-7,0,-10.0,Minnesota,Pittsburgh,2,-1,201309290min,83518.0,4.0,25.0
2885,Minnesota_Sunday Night 10/27/13,Green Bay,2013,Sunday Night 10/27/13,@ Minnesota,44-31,Week 8,-7.5,1,13,1,5.5,Minnesota,Green Bay,-1,-1,201310270min,64134.0,8.0,9.0
2886,Minnesota_Sunday Night 11/02/03,Minnesota,2003,Sunday Night 11/02/03,Green Bay,27-30,Week 9,-5.5,0,-3,0,-8.5,Minnesota,Green Bay,-2,1,200311020min,64482.0,9.0,2.0
2887,Minnesota_Sunday Night 11/25/01,Minnesota,2001,Sunday Night 11/25/01,Chicago,6-13,Week 11,-3.0,0,-7,0,-10.0,Minnesota,Chicago,-3,-1,200111250min,64214.0,11.0,
2888,Minnesota_Sunday Night 11/30/08,Minnesota,2008,Sunday Night 11/30/08,Chicago,34-14,Week 13,-5.0,1,20,1,15.0,Minnesota,Chicago,-4,1,200811300min,63722.0,13.0,21.0
2897,Minnesota_Thursday 10/25/12,Minnesota,2012,Thursday 10/25/12,Tampa Bay,17-36,Week 8,-5.5,0,-19,0,-24.5,Minnesota,Tampa Bay,-2,-3,201210250min,60860.0,8.0,10.0
2898,Minnesota_Thursday 11/07/13,Washington,2013,Thursday 11/07/13,@ Minnesota,27-34,Week 10,-1.0,0,-7,0,-8.0,Minnesota,Washington,-2,-3,201311070min,64011.0,10.0,24.0
2899,Minnesota_Thursday 11/30/00,Minnesota,2000,Thursday 11/30/00,Detroit,24-17,Week 14,-8.5,0,7,1,-1.5,Minnesota,Detroit,2,1,200011300min,64214.0,14.0,
2931,N.Y. Giants_Saturday 12/17/05,N.Y. Giants,2005,Saturday 12/17/05,Kansas City,27-17,Week 15,-2.5,1,10,1,7.5,N.Y. Giants,Kansas City,1,-3,200512170nwe,68756.0,15.0,12.0
2943,N.Y. Giants_Sunday 09/03/00,N.Y. Giants,2000,Sunday 09/03/00,Arizona,21-16,Week 1,-7.0,0,5,1,-2.0,N.Y. Giants,Arizona,1,-1,200009030nwe,60292.0,1.0,
2946,N.Y. Giants_Sunday 09/12/10,N.Y. Giants,2010,Sunday 09/12/10,Carolina,31-18,Week 1,-5.5,1,13,1,7.5,N.Y. Giants,Carolina,-2,-3,201009120nwe,68756.0,1.0,
2951,N.Y. Giants_Sunday 09/16/12,N.Y. Giants,2012,Sunday 09/16/12,Tampa Bay,41-34,Week 2,-9.0,0,7,1,-2.0,N.Y. Giants,Tampa Bay,-2,1,201209160nwe,68756.0,2.0,2.0
2953,N.Y. Giants_Sunday 09/19/99,N.Y. Giants,1999,Sunday 09/19/99,Washington,21-50,Week 2,-2.0,0,-29,0,-31.0,N.Y. Giants,Washington,4,-2,199909190nwe,59640.0,2.0,
2954,N.Y. Giants_Sunday 09/21/08,N.Y. Giants,2008,Sunday 09/21/08,Cincinnati,26-23,Week 3,-13.0,0,3,1,-10.0,N.Y. Giants,Cincinnati,1,-1,200809210nwe,68756.0,3.0,9.0
2955,N.Y. Giants_Sunday 09/21/14,N.Y. Giants,2014,Sunday 09/21/14,Houston,30-17,Week 3,-1.0,1,13,1,12.0,N.Y. Giants,Houston,2,-2,201409210nwe,68756.0,3.0,7.0
2958,N.Y. Giants_Sunday 09/26/10,N.Y. Giants,2010,Sunday 09/26/10,Tennessee,10-29,Week 3,-3.0,0,-19,0,-22.0,N.Y. Giants,Tennessee,2,-1,201009260nwe,68756.0,3.0,4.0
2962,N.Y. Giants_Sunday 10/05/03,N.Y. Giants,2003,Sunday 10/05/03,Miami,10-23,Week 5,-1.0,0,-13,0,-14.0,N.Y. Giants,Miami,5,1,200310050nwe,68436.0,5.0,12.0
2964,N.Y. Giants_Sunday 10/05/14,N.Y. Giants,2014,Sunday 10/05/14,Atlanta,30-20,Week 5,-4.0,1,10,1,6.0,N.Y. Giants,Atlanta,1,1,201410050nwe,68756.0,5.0,7.0
2968,N.Y. Giants_Sunday 10/07/12,N.Y. Giants,2012,Sunday 10/07/12,Cleveland,41-27,Week 5,-7.5,1,14,1,6.5,N.Y. Giants,Cleveland,2,-1,201210070nwe,68756.0,5.0,8.0
2970,N.Y. Giants_Sunday 10/09/11,N.Y. Giants,2011,Sunday 10/09/11,Seattle,25-36,Week 5,-10.0,0,-11,0,-21.0,N.Y. Giants,Seattle,5,1,201110090nwe,68756.0,5.0,3.0
2973,N.Y. Giants_Sunday 10/15/00,N.Y. Giants,2000,Sunday 10/15/00,Dallas,19-14,Week 7,-3.5,1,5,1,1.5,N.Y. Giants,Dallas,1,-2,200010150nwe,60292.0,7.0,
2974,N.Y. Giants_Sunday 10/16/11,N.Y. Giants,2011,Sunday 10/16/11,Buffalo,27-24,Week 6,-3.0,0,3,1,0.0,N.Y. Giants,Buffalo,-1,1,201110160nwe,68756.0,6.0,3.0
2975,N.Y. Giants_Sunday 10/17/10,N.Y. Giants,2010,Sunday 10/17/10,Detroit,28-20,Week 6,-10.0,0,8,1,-2.0,N.Y. Giants,Detroit,1,-3,201010170nwe,68756.0,6.0,8.0
2979,N.Y. Giants_Sunday 10/21/12,N.Y. Giants,2012,Sunday 10/21/12,Washington,27-23,Week 7,-6.5,0,4,1,-2.5,N.Y. Giants,Washington,1,3,201210210nwe,68752.0,7.0,5.0
2982,N.Y. Giants_Sunday 10/24/99,N.Y. Giants,1999,Sunday 10/24/99,New Orleans,31-3,Week 7,-3.0,1,28,1,25.0,N.Y. Giants,New Orleans,-1,-1,199910240nwe,60011.0,7.0,
2992,N.Y. Giants_Sunday 11/08/09,N.Y. Giants,2009,Sunday 11/08/09,San Diego,20-21,Week 9,-5.0,0,-1,0,-6.0,N.Y. Giants,San Diego,1,-1,200911080nwe,68756.0,9.0,5.0
3004,N.Y. Giants_Sunday 11/19/00,N.Y. Giants,2000,Sunday 11/19/00,Detroit,21-31,Week 12,-6.5,0,-10,0,-16.5,N.Y. Giants,Detroit,3,-13,200011190nwe,60292.0,12.0,
3005,N.Y. Giants_Sunday 11/20/05,N.Y. Giants,2005,Sunday 11/20/05,Philadelphia,27-17,Week 11,-7.0,1,10,1,3.0,N.Y. Giants,Philadelphia,-1,-1,200511200nwe,68756.0,11.0,14.0
3007,N.Y. Giants_Sunday 11/22/09,N.Y. Giants,2009,Sunday 11/22/09,Atlanta,34-31,Week 11,-7.0,0,3,1,-4.0,N.Y. Giants,Atlanta,-2,-1,200911220nwe,68756.0,11.0,6.0
3008,N.Y. Giants_Sunday 11/24/13,N.Y. Giants,2013,Sunday 11/24/13,Dallas,21-24,Week 12,-2.5,0,-3,0,-5.5,N.Y. Giants,Dallas,-1,4,201311240nwe,68756.0,12.0,5.0
3011,N.Y. Giants_Sunday 11/28/04,Philadelphia,2004,Sunday 11/28/04,@ N.Y. Giants,27-6,Week 12,-7.0,1,21,1,14.0,N.Y. Giants,Philadelphia,-1,-6,200411280nwe,68756.0,12.0,3.0
3018,N.Y. Giants_Sunday 12/04/11,Green Bay,2011,Sunday 12/04/11,@ N.Y. Giants,38-35,Week 13,-7.0,0,3,1,-4.0,N.Y. Giants,Green Bay,-2,1,201112040nwe,68756.0,13.0,1.0
3020,N.Y. Giants_Sunday 12/05/99,N.Y. Jets,1999,Sunday 12/05/99,@ N.Y. Giants,28-41,Week 13,-3.0,0,-13,0,-16.0,N.Y. Giants,N.Y. Jets,2,1,199912050nwe,58444.0,13.0,
3022,N.Y. Giants_Sunday 12/07/03,N.Y. Giants,2003,Sunday 12/07/03,Washington,7-20,Week 14,-3.0,0,-13,0,-16.0,N.Y. Giants,Washington,3,-3,200312070nwe,68436.0,14.0,2.0
3030,N.Y. Giants_Sunday 12/19/10,N.Y. Giants,2010,Sunday 12/19/10,Philadelphia,31-38,Week 15,-3.0,0,-7,0,-10.0,N.Y. Giants,Philadelphia,-4,6,201012190nwe,68756.0,15.0,2.0
3033,N.Y. Giants_Sunday 12/26/99,Minnesota,1999,Sunday 12/26/99,@ N.Y. Giants,34-17,Week 16,-2.0,1,17,1,15.0,N.Y. Giants,Minnesota,-1,-4,199912260nwe,55014.0,16.0,
3034,N.Y. Giants_Sunday 12/27/09,N.Y. Giants,2009,Sunday 12/27/09,Carolina,9-41,Week 16,-9.0,0,-32,0,-41.0,N.Y. Giants,Carolina,-5,-1,200912270nwe,68756.0,16.0,9.0
3036,N.Y. Giants_Sunday 12/29/13,N.Y. Giants,2013,Sunday 12/29/13,Washington,20-6,Week 17,-3.5,1,14,1,10.5,N.Y. Giants,Washington,-8,1,201312290nwe,68756.0,17.0,7.0
3037,N.Y. Giants_Sunday 12/30/12,N.Y. Giants,2012,Sunday 12/30/12,Philadelphia,42-7,Week 17,-6.5,1,35,1,28.5,N.Y. Giants,Philadelphia,-1,5,201212300nwe,68756.0,17.0,4.0
3038,N.Y. Giants_Sunday Night 01/01/12,N.Y. Giants,2011,Sunday Night 01/01/12,Dallas,31-14,Week 17,-3.0,1,17,1,14.0,N.Y. Giants,Dallas,1,-3,201201010nwe,68756.0,17.0,4.0
3050,N.Y. Giants_Sunday Night 11/23/14,Dallas,2014,Sunday Night 11/23/14,@ N.Y. Giants,31-28,Week 12,-4.0,0,3,1,-1.0,N.Y. Giants,Dallas,1,-3,201411230nwe,68756.0,12.0,8.0
3052,N.Y. Giants_Sunday Night 12/13/09,Philadelphia,2009,Sunday Night 12/13/09,@ N.Y. Giants,45-38,Week 14,-1.0,1,7,1,6.0,N.Y. Giants,Philadelphia,2,4,200912130nwe,68756.0,14.0,9.0
3053,N.Y. Giants_Sunday Night 12/16/07,N.Y. Giants,2007,Sunday Night 12/16/07,Washington,10-22,Week 15,-6.0,0,-12,0,-18.0,N.Y. Giants,Washington,-3,-5,200712160nwe,68756.0,15.0,1.0
3054,N.Y. Giants_Sunday Night 12/21/08,N.Y. Giants,2008,Sunday Night 12/21/08,Carolina,34-28,Week 16,-3.5,1,6,1,2.5,N.Y. Giants,Carolina,1,1,200812210nwe,68756.0,16.0,10.0
3110,N.Y. Jets_Sunday 01/02/11,N.Y. Jets,2010,Sunday 01/02/11,Buffalo,38-7,Week 17,-1.0,1,31,1,30.0,N.Y. Jets,Buffalo,-1,-1,201101020nor,70068.0,17.0,7.0
3113,N.Y. Jets_Sunday 09/08/13,Tampa Bay,2013,Sunday 09/08/13,@ N.Y. Jets,17-18,Week 1,-4.0,0,-1,0,-5.0,N.Y. Jets,Tampa Bay,-3,5,201309080nor,72348.0,1.0,
3116,N.Y. Jets_Sunday 09/09/12,N.Y. Jets,2012,Sunday 09/09/12,Buffalo,48-28,Week 1,-3.0,1,20,1,17.0,N.Y. Jets,Buffalo,-2,-4,201209090nor,72180.0,1.0,
3118,N.Y. Jets_Sunday 09/12/99,N.Y. Jets,1999,Sunday 09/12/99,New England,28-30,Week 1,-8.0,0,-2,0,-10.0,N.Y. Jets,New England,1,4,199909120nor,58166.0,1.0,
3119,N.Y. Jets_Sunday 09/14/03,Miami,2003,Sunday 09/14/03,@ N.Y. Jets,21-10,Week 2,-3.0,1,11,1,8.0,N.Y. Jets,Miami,-1,1,200309140nor,68390.0,2.0,7.0
3121,N.Y. Jets_Sunday 09/15/02,N.Y. Jets,2002,Sunday 09/15/02,New England,7-44,Week 2,-1.0,0,-37,0,-38.0,N.Y. Jets,New England,-3,8,200209150nor,67958.0,2.0,15.0
3125,N.Y. Jets_Sunday 09/18/11,N.Y. Jets,2011,Sunday 09/18/11,Jacksonville,32-3,Week 2,-9.0,1,29,1,20.0,N.Y. Jets,Jacksonville,1,-1,201109180nor,73019.0,2.0,5.0
3128,N.Y. Jets_Sunday 09/22/13,N.Y. Jets,2013,Sunday 09/22/13,Buffalo,27-20,Week 3,-2.5,1,7,1,4.5,N.Y. Jets,Buffalo,-2,-2,201309220nor,73057.0,3.0,8.0
3133,N.Y. Jets_Sunday 09/28/03,N.Y. Jets,2003,Sunday 09/28/03,Dallas,6-17,Week 4,-3.0,0,-11,0,-14.0,N.Y. Jets,Dallas,1,2,200309280nor,70020.0,4.0,19.0
3134,N.Y. Jets_Sunday 09/28/08,N.Y. Jets,2008,Sunday 09/28/08,Arizona,56-35,Week 4,-1.0,1,21,1,20.0,N.Y. Jets,Arizona,-1,-2,200809280nor,70008.0,4.0,12.0
3142,N.Y. Jets_Sunday 10/12/03,Buffalo,2003,Sunday 10/12/03,@ N.Y. Jets,3-30,Week 6,-1.5,0,-27,0,-28.5,N.Y. Jets,Buffalo,-1,1,200310120nor,68390.0,6.0,14.0
3143,N.Y. Jets_Sunday 10/12/08,N.Y. Jets,2008,Sunday 10/12/08,Cincinnati,26-14,Week 6,-9.5,1,12,1,2.5,N.Y. Jets,Cincinnati,2,2,200810120nor,70068.0,6.0,16.0
3151,N.Y. Jets_Sunday 10/17/99,Indianapolis,1999,Sunday 10/17/99,@ N.Y. Jets,16-13,Week 6,-3.0,0,3,1,0.0,N.Y. Jets,Indianapolis,-1,2,199910170nor,51875.0,6.0,
3152,N.Y. Jets_Sunday 10/18/09,N.Y. Jets,2009,Sunday 10/18/09,Buffalo,13-16,Week 6,-9.5,0,-3,0,-12.5,N.Y. Jets,Buffalo,-1,-1,200910180nor,70011.0,6.0,4.0
3157,N.Y. Jets_Sunday 10/23/11,San Diego,2011,Sunday 10/23/11,@ N.Y. Jets,21-27,Week 7,-1.0,0,-6,0,-7.0,N.Y. Jets,San Diego,-2,1,201110230nor,73012.0,7.0,7.0
3158,N.Y. Jets_Sunday 10/26/08,N.Y. Jets,2008,Sunday 10/26/08,Kansas City,28-24,Week 8,-14.0,0,4,1,-10.0,N.Y. Jets,Kansas City,-1,-1,200810260nor,83226.0,8.0,18.0
3159,N.Y. Jets_Sunday 10/26/14,N.Y. Jets,2014,Sunday 10/26/14,Buffalo,23-43,Week 8,-3.0,0,-20,0,-23.0,N.Y. Jets,Buffalo,1,-1,201410260nor,73146.0,8.0,17.0
3163,N.Y. Jets_Sunday 10/31/10,N.Y. Jets,2010,Sunday 10/31/10,Green Bay,0-9,Week 8,-6.5,0,-9,0,-15.5,N.Y. Jets,Green Bay,-4,1,201010310nor,70011.0,8.0,6.0
3168,N.Y. Jets_Sunday 11/05/00,N.Y. Jets,2000,Sunday 11/05/00,Denver,23-30,Week 10,-2.5,0,-7,0,-9.5,N.Y. Jets,Denver,-1,1,200011050nor,64900.0,10.0,
